NRO.;NOMBRE DE LA EMPRESA;RUBRO;DIRECCION;DEPARTAMENTO ;CONTACTO;CORREO ELECTRONICO;PAGINA WEB;
518;BANCO BISA S.A.;INTERMEDIACIÓN FINANCIERA EXCEPTO SEGUROS (TÉCNICO BANCARIO, MICROFINANZAS);Av. 16 de Julio Ed. Bisa Nº. 1628;La Paz;Veronica Vasques;banco bisa@grupobisa.com;www.bisa.com;
519;BANCO DE CREDITO;ACTIVIDADES FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;C. Colón Esq. Mercado Nº. 1308 Z. Central;La Paz;No brinda Informacion;no brinda datos;www.bancodecredito.com.bo;
520;BANCO DE CREDITO DE BOLIVIA;INTERMEDIACIÓN FINANCIERA EXCEPTO SEGUROS (TÉCNICO BANCARIO, MICROFINANZAS);C. Colón Esq. Mercado 1308;La Paz;No Disponible;mcegarra@bancred.com.bo;bancodecredito.com.bo;
521;BANCO DE DESARROLLO PRODUCTIVO;ACTIVIDADES FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;C. Reyes Ortiz Nº. 73 Edificio Torres Gundlach Piso 10 Z. Central;La Paz;No brinda este dato;luisjoffre@bdp.com.bo;www.bdp.com.bo;
522;BANCO DE DESARROLLO PRODUCTIVO S.A.M. ( BDP - BANCO DE SEGUNDO PISO);INTERMEDIACIÓN FINANCIERA EXCEPTO SEGUROS (TÉCNICO BANCARIO, MICROFINANZAS);Z. Central C. Reyes Ortiz Ed. Torres Gundlach - Torre Este N°. 73 P. 10 Of. 1001;La Paz;No Disponible;bdp@bdp.com.bo;No Disponible;
523;BANCO ECONÓMICO;ACTIVIDADES FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;Av. Camacho Nº. 1245, Z. Central;La Paz;No brinda este dato;No brinda este dato;www.baneco.com.bo;
524;BANCO GANADERO;ACTIVIDADES FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;Av. Camacho Esq. Colon Nº. 1372 Z. Central;La Paz;No brinda este dato;No brinda este dato;www.bg.com.bo;
525;BANCO LOS ANDES PROCREDIT;ACTIVIDADES FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;Av. 16 de Julio Nº. 1486 Z. Central;La Paz;No brinda este dato;contactanos@losandesprocredit.com.bo;www.losandesprocredit.com.bo;
526;BANCO MERCANTIL SANTA CRUZ;ACTIVIDADES FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;Av. Camacho N°. 1448 entre C. Loayza y Bueno;La Paz;No brinda este dato;No brinda este dato;www.bmsc.com.bo;
527;BANCO NACIONAL DE BOLIVIA;ACTIVIDADES FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;Av. Camacho Esq. Colón N°. 1312 Z. Central;La Paz;No brinda este dato;No brinda este dato;www.bnb.com.bo;
528;BANCO NACIONAL DE BOLIVIA;INTERMEDIACIÓN FINANCIERA EXCEPTO SEGUROS (TÉCNICO BANCARIO, MICROFINANZAS);Av. Camacho 1296 Esq. Colón;La Paz;Jorge Vargas Rios;info@bnb.com.bo;www.bnb.com.bo;
529;BANCO SOL;ACTIVIDADES FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;C. Nicolas Acosta Nº. 289 Z. Sopocachi;La Paz;No brinda este dato;jugarte@bancosol.com.bo;www.bancosol.com.bo;
530;BANCO UNION;ACTIVIDADES FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;Av. Camacho Nº. 1416 Esq. Loayza Z. Central;La Paz;No brinda este dato;No brinda este dato;www.bancounion.com.bo;
531;BAPATT S.R.L. (MICRO CONSTRUCTORA BALBOA PATTY S.R.L.);INGENIEROS (CONTRUCCIÓN DE INFRAESTRUCTURA VIAL PÚBLICA Y PRIVADA);Z. Central C. Gualberto Villarroel N° S/N;La Paz;No Disponible;No Disponible;No Disponible;
532;BAPATT S.R.L. (MICRO CONSTRUCTORA);INGENIEROS (CONTRUCCIÓN DE INFRAESTRUCTURA VIAL PÚBLICA Y PRIVADA);Z. Central C. Gualberto Villarroel N° S/n;La Paz;No Disponible;No Disponible;No Disponible;
533;BAREX LATINOAMERICANA LTDA.;EXTRACCIÓN DE MINERALES DE URANIO Y DE TORIO;Av. Arce Psje. Pinilla Nº. 2557 A;La Paz;Henry E. Tordoir D.;hetbarex@entelnet.bo;No Brinda Informacion;
534;BARKER TELECOM S.R.L.;CONSULTORIAS PRIVADAS PÚBLICAS MULTIDICIPLINARIAS;Z. Obrajes Av. Mecapaca N°. 6984;La Paz;No Disponible;contacto@barkertelecom.com;No Disponible;
535;BARKER TELECOM S.R.L.;CORREO Y TELECOMUNICACIONES;Z. Obrajes Av. Mecapaca N° 6984;La Paz;No Disponible;contacto@barkertelecom.com;No Disponible;
536;BARRACA TAJIBO;SILVICULTURA, EXTRACCIÓN DE MADERA Y ACTIVIDADES RELACIONADAS;Av. Illimani Nº.1918;La Paz;Cinthia Flores;barraca_eltajibo@hotmail.com;no brinda esta informacion;
537;BARRIO MAFIAS;INGENIERÍA DE ALIMENTOS;Z. Alto Sopocachi Av. Jaimes Feyre Nº 2913;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
538;BARRON Y OCAMPO S.R.L.(IMPORTACIONES, EXPORTACIONES Y REPRESENTACIONES);IMPORTACIÓN Y EXPORTACIÓN (GRIFERIAS, SANITARIOS, ETC);Z. Achumani C.38 N° 15;La Paz;No Disponible;No Disponible;No Disponible;
539;BARRON Y OCAMPO S.R.L.(IMPORTACIONES, EXPORTACIONES Y REPRESENTACIONES);IMPORTACIÓN Y EXPORTACIÓN (GRIFERIAS, SANITARIOS, ETC);Z. Achumani C. 38 N°. 15;La Paz;No Disponible;No Disponible;No Disponible;
540;BARROSQUIRA;ACTIVIDADES EMPRESARIALES, Y FINANCIERAS (MARKETIN, SECRETARIALES, DE PERSONAL, JURÍDICAS, CONTABLES, DE IMPUESTOS, GESTIÓN, ASESORAMIENTO, PUBLICIDAD);Ed. Hansa piso 3 Of. 1;La Paz;Mirna Perez;barrosquira@hansa.com.bo;no brinda esta informacion;
541;BASCOTT (SERVICIOS ODONTOMEDICOS S.R.L.);SERVICIOS SOCIALES Y DE SALUD (RELACIONADAS CON LA SALUD HUMANA, ENFERMERIA,PROTESIS DENTAL), VETERINARIA Y PRODUCTOS NATURALES;Z. Central C. Mercado Ed. America N°. 1553 P. 5 Of. 502;La Paz;No Disponible;rafalapz@hotmail.com;No Disponible;
542;BASCOTT SERVICIOS ODONTOMEDICOS S.R.L.;SERVICIOS SOCIALES Y DE SALUD (RELACIONADAS CON LA SALUD HUMANA, ENFERMERIA,PROTESIS DENTAL), VETERINARIA Y PRODUCTOS NATURALES;Z. Central C. Mercado N° 1553 Ed. America P. 5 Of. 502;La Paz;No Disponible;rafalapz@hotmail.com;No Disponible;
543;BATERIAS;VENTA, MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS (MECÁNICA AUTOMOTRIZ);Av. Entre Rios # 1995 Zona Alto Tejar;La Paz;No Disponible;No Disponible;No Disponible;
544;BATT;ACTIVIDADES EMPRESARIALES, Y FINANCIERAS (MARKETIN, SECRETARIALES, DE PERSONAL, JURÍDICAS, CONTABLES, DE IMPUESTOS, GESTIÓN, ASESORAMIENTO, PUBLICIDAD);Av. Bush esq. Panama #1508;La Paz;Hector Mamani;hmamani@americatextil.com;www.americatextil.com;
545;BAUTISTA FERRETERIA;VENTA, MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS (MECÁNICA AUTOMOTRIZ);Av. Entre Rios # 1617 Zona Alto Tejar;La Paz;No brinda información;No brinda información;No brinda información;
546;BAZAR;ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;Central Z. Central C. Santa Cruz (C. C. virgen del Rosario) LOCAL 6;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
547;BAZAR;IMPORTACION Y EXPORTACION , COMERCIO MAYORISTA DE MATERIAL ESCOLAR;Av. Buenos Aires Nº. 4 (Kiosko) Z. Las Lomas;La Paz;No brinda Información;No brinda Información;No brinda Información;
548;BAZAR BELINDA;ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;Z.Central C. Santa Cruz (C. C. virgen del Rosario) LOCAL13;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
549;BAZAR LIBRERÍA;VENTA DE MATERIAL DE ESCRITORIO, LIBROS, PAPELERIA Y BAZAR;Calle 8 - 9 Calacoto;La Paz;No brinda información;No brinda información;No brinda información;
550;BAZAR LIBRERÍA 10 PUNTOS;VENTA DE MATERIAL DE ESCRITORIO, LIBROS, PAPELERIA Y BAZAR;Calle 21 Centro de Moda # 8240 Local 10 Zona Calacoto;La Paz;No brinda información;No brinda información;No brinda información;
551;BAZAR MONROY;VENTA DE MATERIAL DE ESCRITORIO, LIBROS, PAPELERIA Y BAZAR;Av. 20 de Octubre. Nro. 1921 Zona San Pedro;La Paz;No brinda información;No brinda información;No brinda información;
552;"BAZAR Y FERRETERIA ""ASUNCION""";FABRICACIÓN DE PROD.DE METAL(METALMECÁNICA), EXC. MAQ/ EQUIPO, LAMINADO Y ESTAMPADO (TANQUES, DEPOSITOS, CUCHILLERIA, ELEMENTOS DE FERRETERIA);Av. Max paredes Nº. 453 Garita de lima;La Paz;Miguel Espinoza C.;no diponible;no diponible;
553;"BAZAR Y FERRETERIA ""SAN LUIS""";FABRICACIÓN DE PROD.DE METAL(METALMECÁNICA), EXC. MAQ/ EQUIPO, LAMINADO Y ESTAMPADO (TANQUES, DEPOSITOS, CUCHILLERIA, ELEMENTOS DE FERRETERIA);C. Linares Z. San Pedro N°. 1073 frente cine Murillo;La Paz;Luis Arancibia L.;no disponible;no disponible;
554;BCI CONSULTORES S.R.L.;INGENIEROS (CONTRUCCIÓN DE INFRAESTRUCTURA VIAL PÚBLICA Y PRIVADA);Av. 16 de Julio, Ed. Caracas Nº. 1456 P.3 Of. 301;La Paz;No Disponible;bci@bciconsultores.com;www.bciconsultores.com;
555;BEATRIZ CANEDO PATIÑO;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;Av. Arce Nº. 2198 Z. Sopocachi;La Paz;No brinda Información;info@beatrizcanedopatiño.com;www.beatrizcanedopatiño.com;
556;BEAUTY TOURS BOLIVIA S.R.L.;"ACTIVIDADES COMPLEMENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES, GUIAS DE TURÍSMO, ADMINSITRACIÓN TURÍSTICA)";Z. Central C. Sagarnaga N° 189 Ed. Shopping Doryan P. 2 Of. 20;La Paz;No Disponble;info@beautytoursbolivia.com;No Disponible;
557;BECO INTERNACIONAL LTDA.;OTRAS ACTIVIDADES DE SERVICIOS (LIMPIEZAS, PELUQUERIAS, COSMETOLOGÍA, MODELAJE);C. Rosendo Gutierrez Nº. 608 P.1 Z. Sopocachi;La Paz;Lic. Jorge Saavedra;no disponible;No Disponible;
558;BECO INTERNACIONAL LTDA. (DIDACTICOS);INVESTIGACIÓN Y DESARROLLO(RURAL);C. Rosendo Gutiérrez Nº. 608 P. 1;La Paz;Gorge Saavedra;beco@entelnet.bo;www.beco-etda.com;
559;BEHOBE - CREACION EDITORIAL S.R.L.;ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;Z. Meseta Achumani Av. Del Periodista N° 8;La Paz;No Disponible;No Disponble;No Disponble;
560;BEIERSDORF S.R.L.;IMPORTACION Y EXPORTACION , COMERCIO MAYORISTA DE MATERIAL ESCOLAR;C. Cochabamba Torre Empresarial Cainco Piso 16 (Santa Cruz);La Paz;George Loza Sainz;no disponible;www.beiersdorf.com.bo/;
561;BELLISIMA - SALON DE BELLEZA;PELUQUERIA, PEINADOS Y COSMETOLOGIA;Calacoto - Calle 8 - 9;La Paz;No brinda información;No brinda información;No brinda información;
562;BELMED LTDA.;OTRAS ACTIVIDADES DE SERVICIOS (LIMPIEZAS, PELUQUERIAS, COSMETOLOGÍA, MODELAJE);Av. Vásquez Nº. 1320;La Paz;Lic. Guillermo Morales F.;gmorales@wella.com.bo;no brinda esta información;
563;BEL-TRON IMPORTACIONES Y REPRESENTACIONES;FABRICACIÓN DE CALEGONES A GAS Y ELÉCTRICOS, EQUIPOS SERVICIOS E INSTALACIONES;C. 21 Torre Lidia P. 7 Of. 709;La Paz;Gerente General Janeth Teresa Viruet;bel-tron@alamo.entelnet.bo;Sitio Web No disponible;
564;BERLIN;EDUCACION FORMAL y NO FORMAL (NIVELACION,IDIOMAS, MUSICA, DANZA, NATACION Y OTROS);Esquina Isaac Tamayo (ex C.B.A);La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
565;BERMODA;CONFECCIÓN DE SOMBREROS Y BORDADOS ESPECIALIZADOS PARA TODO TIPO DE PRENDA;Max Paredes Pasaje Tarapaca Nº 707;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
566;BERTHIN AMENGUAL Y ASOCIADOS S. R. L.;ACTIVIDADES EMPRESARIALES, Y FINANCIERAS (MARKETIN, SECRETARIALES, DE PERSONAL, JURÍDICAS, CONTABLES, DE IMPUESTOS, GESTIÓN, ASESORAMIENTO, PUBLICIDAD);Av. Arce Esq. Rosendo Gutiérrez Ed. Multicentro Torre B, P. 12;La Paz;Carla Rada;info@bdo.bo;www.bdo.bo;
567;BERTHIN AMENGUAL Y ASOCIADOS S.R.L.;CONSULTORIAS PRIVADAS PÚBLICAS MULTIDICIPLINARIAS; C. Rosendo Gutierrez y Arce Edif. Multicentro Torre B piso 12;La Paz;V. Hugo Berthin Amengual;No Brinda Informacion;No Brinda Informacion;
568;BERTHIN CONSULTORA S.R.L.;CONSULTORIAS PRIVADAS PÚBLICAS MULTIDICIPLINARIAS;Ed. Multicentro Torre B P. 5;La Paz;Jose Luis Sanchez Jimenez;no brinda información;no brinda información;
569;BESARES (SALAZAR Y ASOCIADOS S.R.L.);ACTIVIDADES EMPRESARIALES, Y FINANCIERAS (MARKETIN, SECRETARIALES, DE PERSONAL, JURÍDICAS, CONTABLES, DE IMPUESTOS, GESTIÓN, ASESORAMIENTO, PUBLICIDAD);Z. Central C. Potosi N°. 1240;La Paz;No Disponible;besares_salazar@yahoo.com;No Disponible;
570;BESARES, SALAZAR Y ASOCIADOS S.R.L.;CONTABILIDAD ESPECIALIZADA;Z.Central C.Potosi N° 1240;La Paz;No Disponible;besares_salazar@yahoo.com;No Disponble;
571;BESARES, SALAZAR Y ASOCIADOS S.R.L.;PROMUEVE CONTACTOS DE NEGOCIOS, DISEÑO, DESARROLLO, COMERCIALIZACIÓN Y ORGANIZACIÓN DE FERIAS;Av. Arce Nº. 2820 Ed. Presidente Arce Z. Sopocachi;La Paz;Noemi Besares Montero;No Tiene;www.gnb.com.bo;
572;BESTENS S.R.L.;IMPORTACION, EXPORTACION O FABRICACIÓN DE SUSTANCIAS Y PRODUCTOS QUIMICOS (PESTICIDAS, PINTURAS, BARNICES,PROD. FARMACEUTICOS, COSMÉTICOS, JABONES, DETERGENTES, PERFUMES);Z.Alto Seguencoma Av. Del Policia C.1 N° 3;La Paz;No Disponible;juan_pablo_ayoroa@hotmail.com;No Disponible;
573;"BESTENS S.R.L.(COMERCIO POR MAYOR Y POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES, MOTOCICLETAS, EFECTOS PERSONALES Y ENSERES DOMÉSTICOS)";COMERCIO, REPARACIÓN DE EFECTOS PERSONALES Y ENSERES DOMÉSTICOS;Z. Alto Seguencoma Av. Del Policia C. 1 N°. 3;La Paz;No Disponible;juan_pablo_ayoroa@hotmail.com;No Disponible;
574;BETOYA INDUSTRIAL DEVELOPMENT COMPANY S.R.L.;FABRICACIÓN DE PRODUCTOS METALURGICOS BÁSICOS (HIERRO, ACERO, METALES PRECIOSOS Y FUNDICIÓN);Z. Calacoto Av. Ballivian Esq. C. 11 N° 503;La Paz;No Disponible;No Disponible;No Disponible;
575;BETOYA INDUSTRIAL DEVELOPMENT COMPANY S.R.L.( MINERALE S Y METALES EN GENERAL);FABRICACIÓN DE PROD.DE METAL(METALMECÁNICA), EXC. MAQ/ EQUIPO, LAMINADO Y ESTAMPADO (TANQUES, DEPOSITOS, CUCHILLERIA, ELEMENTOS DE FERRETERIA);Z. Calacoto Av. Ballivian Eq. C. 11 N°. 503;La Paz;No Disponible;No Disponible;No Disponible;
576;BETTY DEL CARMEN POMA TARQUI;"FABRICACIÓN DE MUEBLES DE HOGAR,OFICINA, DE MADERA ,COLCHONES ;OTRAS IND. MANUF. (JOYAS, INSTRUMENTOS MUSICALES, JUEGOS Y JUGUETES)";Av. Garcia Lanza 600-Achumani;La Paz;Betty del Poma Tarqui;no brinda esta información;no brinda esta información;
577;BGS;COMERCIALIZACIÓN DE EQUIPOS DE COMPUTACIÓN E INSUMOS;Av. 6 de Agosto Shopping V Centenario Local 1-2 Z. Sopocachi;La Paz;No brinda información;info@bgsbolivia.com;www.bgsbolivia.com;
578;BIANCA PUBLICIDAD S.R.L.;ACTIVIDADES EMPRESARIALES A NIVEL NACIONAL E INTERNACIONAL (MARKETIN, SECRETARIALES, GESTIÓN, ASESORAMIENTO, PUBLICIDAD);C. Mexico 1411 Ed.Mexico P.3 Of. 304;La Paz;Lic. Rocio G. Trigo R.;no brinda esta información;no brinda esta información;
579;BIC TODO PAPEL;COMERCIO EN PAPELERIA CON DIVISIONES DE: FORMULARIOS CONTINUOS, VALORES DE SEGURIDAD, IMPRENTA PRIMA;C. Pedro de la Gazca N°. 635, Galeria Multicentro;La Paz;Irma Bazualdo de Claros;irbama3096@hotmail.com;No brinda este dato;
580;BIEEX INTERNATIONAL TRADING S.R.L.;NO IDENTIFICADO EL TIPO;no brinda informacion;La Paz;Fernando Gainza Bianchi;no brinda información;no brinda información;
581;BIELOMAREK S.R.L.;CONSULTORIAS PRIVADAS PÚBLICAS MULTIDICIPLINARIAS;Av.Montes 768 Ed.Giovanni de Col. P3 Of 1;La Paz;Carlos Oviedo Ticona;no brinda esta información;no brinda esta información;
582;BIG BEND;COMERCIALIZACIÓN DE EQUIPOS DE COMPUTACIÓN E INSUMOS;Z. Central C.Aspiazu Nº 2185;La Paz;70112049;No brinda este dato;Página Web no disponible;
583;BIG TRAX TOUR;"ACTIVIDADES COMPLEMENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES, GUIAS DE TURÍSMO, ADMINSITRACIÓN TURÍSTICA)";C. Sagárnaga. Galería 227. Of.7 Z. Central;La Paz;No brinda información;No brinda información;No brinda información;
584;BIG2SALES BOLIVIA;CURSOS DE CAPACITACIÓN ( DISEÑO GRÁFICO, EDICION AUDIOVISUAL, LOCUCIÓN RADIAL, ENSAMBLAJE DE COMPUTADORAS, OPERADOR DE COMPUTADORAS);Simon Bolivar Nº. 1927 primer timbre;La Paz;Richard Antonio Saravia Alvare;no brinda esta información;no brinda esta información;
585;BINBIT (BOLIVIA) S.R.L.;CORREO Y TELECOMUNICACIONES;Av. Arce Nº. 2081 Ed. Montevideo Piso 1 Of. 1;La Paz;Hugo M. Lizarazu Carranza;no tiene;www.binbitcare.com;
586;BIO CONCEPT (Farmacia y Manipulación);SERVICIOS SOCIALES Y DE SALUD (RELACIONADAS CON LA SALUD HUMANA, ENFERMERIA,PROTESIS DENTAL), VETERINARIA Y PRODUCTOS NATURALES;Z. Sopocachi C. Aspiazu Nº. 434;La Paz;No brinda este dato;isabelsainz@bioconcept-bolivia.com;www.bioconcept-bolivia.com;
587;BIO QUEST SYSTEMS S.R.L.;IMPORTACIÓN DE ARTÍCULOS CLÍNICOS;C. Cuba Esq. Brasil Nº. 1406 Of. 23 Miraflores;La Paz;Alejandro S.Encinas Santalla;no disponible;no disponible;
588;BIOPAN S.R.L.;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z. Achumani Av. Garcia Lanza, Esq. C. 9 Nª. S/n;La Paz;No Disponible;No Disponible;No Disponible;
589;BIOPAZ SRL.;VETERINARIAS. EQUIPOS E INSUMOS;Z. Villa Bolivar A, C. 2, Nº. 318;La Paz;No brinda este dato;biopazsm@entelnet.bo;www.amarillasbo.com;
590;BIOTECNO LTDA.;FABRICACIÓN DE INSTRUMENTOS MÉDICOS, ÓPTICOS Y DE PRECISION, EQUIPO FOTOGRÁFICO Y RELOJES;Av. Argentina Nº. 1811 Z. Miraflores;La Paz;Lucrecia Calderon;info_la_paz@biotecnosrl.com;www.biotecnosrl.com;
591;BIS OVERSEAS BOLIVIA SRL.;IMPORTACION Y EXPORTACION , COMERCIO MAYORISTA DE MATERIAL ESCOLAR;C. Quintanilla Suazo CECOLAP Local 42C (Villa Victoria);La Paz;Ramiro Daniel Alfaro Lledo;jmyung@secondbis.com;no disponible;
592;BISA;SERVICIOS SOCIALES Y DE SALUD (RELACIONADAS CON LA SALUD HUMANA, ENFERMERIA,PROTESIS DENTAL), VETERINARIA Y PRODUCTOS NATURALES;ED. SAN PABLO PISO 13;La Paz;No Brinda esta informacion;No Disponible;No disponible;
593;BISA SEGUROS Y REASEGUROS S.A.;FINANCIACIÓN DE PLANES DE SEGUROS Y PENSIONES;Av. Arce Nº. 2631, Ed. Torre Multicine P. 14;La Paz;Jhovana Zeballos;Jzeballos@grupobisa.com;www.bisaseguros.com;
594;BISONTE - CONSTRUCCION E INGENIERIA S.R.L.;INGENIEROS (CONTRUCCIÓN DE INFRAESTRUCTURA VIAL PÚBLICA Y PRIVADA);Z.San Pedro Pasaje Yacuma N° 1208;La Paz;No Disponible;bisonte@biociencias.org.;No Disponible;
595;BISONTE-CONSTRUCCIONES E INGENIERIA S.R.L.;NO IDENTIFICADO EL TIPO;no brinda informacion;La Paz;Fedor Perez Alcala;no brinda información;no brinda información;
596;BIYUTERIA ODALIS;ARTESANIAS (PINTURA EN TELA, EN MADERA, PORCELANA FRÍA, COTILLON, PEDRERÍA, MUÑEQUERIA);Av. Las Americas Nº.120;La Paz;Odalis Peñaranda;oda_odas@hotmail.com;no brinda esta informacion;
597;BLACK CAT MEDIA LAB;INFORMATICA Y ACTIVIDADES CONEXAS (ANALISTA, PROGRAMADOR, PAQUETES, APLICACIONES, ACCESS COMPLETO,VISUAL FOXPRO, SQL SEVER,ADMINISTRACIÓN -SQL, REDES);Z.Obrajes,Av. Iturri # 7779;La Paz;No brinda este dato;info@catml.com;www.bcatml.com;
598;BLONDEL - CONFECCION DE ROPA DEPORTIVA;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;Miraflores - Calle Manuel Mariaca #1616;La Paz;No brinda información;atcventas@blondel.com.bo;No brinda información;
599;BLONDEL S.R.L.;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;Z. Miraflores C. Mariaca tras Hospital Militar Nº. 1610;La Paz;No brinda este dato;fernando@blondel.com.bo;Sitio Web No disponible;
600;BLONDEL S.R.L.;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;C. Manuel Mariaca Esq. Francisco Miranda Nº. 1610 Z. Miraflores;La Paz;Luis Fernando Blondel Rengel;blondelsrl@entelnet.bo;Sitio Web No disponible;
601;BLONDEL S.R.L.;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;C. Manuel Mariaca Nº. 1610 Esq. Francisco de Miranda Miraflores;La Paz;No brinda Informacion;blondelsrl@entelnet.bo;no disponible;
602;BLONDEL S.R.L.;FABRICACIÓN DE PRODUCTOS TEXTILES, TEJIDOS Y ARTICULOS DE PUNTO Y GANCHILLO;Miraflores Calle Mariaca detrás del Hospital Militar Nº 1610;La Paz;No brinda este dato;fernando@blondel.com.bo;Página Web no disponible;
603;BLUE PIANO BAR;HOTELES, RESTAURANTES, BARES, SERVICIOS VINCULADOS (CAMARERAS, BARMAN, GARZONES, ADMINISTRACIION HOTELERA);AV. RAFAEL PABON MEGACENTER L. D2 Z.IRPAVI;La Paz;No brinda este dato;info@bluepiano.com.bo;www.bluepiano.com.bo;
604;BNB VALORES S.A., AGENCIA DE BOLSA;ACTIVIDADES FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;Z. Central Av.camacho Esq.colon N° 1312 P. 2;La Paz;No Disponible;bnbvalores@bnb.com.bo;No Disponible;
605;BNB VALORES S.A.,AGENCIA DE BOLSA;ACTIVIDADES AUXILIARES DE LA INTERMEDIACION FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;Z. Central Av.camacho Esq.colon N° 1312 P. 2;La Paz;No Disponible;bnbvalores@bnb.com.bo;No Disponible;
606;BOCA NEGRA S.R.L. (IMPORTACION, EXPORTACION Y COMERCIALIZACION DE MAQUINARIA Y EQUIPOS PESADOS);CONSTRUCCIÓN DE MAQUINARIA Y EQUIPO N.E.P.;Z. Ferropetrol C. Del Arquitecto N° 15;La Paz;No Disponible;No Disponible;No Disponible;
607;BOGUS LTDA.;DIVERSOS SECTORES;C. Narciso Dulón Nº. 516;La Paz;no brinda esta información;no brinda esta información;no brinda esta información;
608;BOLCARGO MEVEL (BCM);NO IDENTIFICADO EL TIPO;no brinda informacion;La Paz;Oscar Monta¤o Mealla;no brinda información;no brinda información;
609;BOLET & TERRERO Y ZAPATA HNOS S.R.L.;ACTIVIDADES DE ASOCIACIONES;Av. Mcal. Santa Cruz N°. 1395 P. 13 Of. 13004;La Paz;Juan Ignacio Zapata;no disponible;no disponible;
610;BOLIPA MEDICAL;IMPORTACIÓN DE ARTÍCULOS CLÍNICOS;C. Aspiazu Nº. 600 Esq. Ecuador;La Paz;Ayman N K Altaramsi;no brinda esta información;no brinda esta información;
611;BOLIPLAST LTDA.;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y DE PLÁSTICO (LLANTAS, NEUMÁTICOS, OTROS);C. 128 Carretera a Viacha;La Paz;No brinda informacion;Correo no disponible;Sitio Web No disponible;
612;BOLIVAR;FABRICACIÓN DE PRODUCTOS TEXTILES, TEJIDOS Y ARTICULOS DE PUNTO Y GANCHILLO;Av. Los Andes Calle Antonio Quijarro entre Juan Granier #100;La Paz;Jorge Llana;No brinda este dato;Página Web no disponible;
613;BOLIVAR;INGENIERÍA DE ALIMENTOS;Cruce Villa Z. Copacabana Av. Esteban Arce No. 1840;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
614;BOLIVIA 4U (VENTA DE ARTESANIAS);ARTESANIAS (PINTURA EN TELA, EN MADERA, PORCELANA FRÍA, COTILLON, PEDRERÍA, MUÑEQUERIA);No brinda este dato;La Paz;No brinda este dato;info@boliviaforyou.com;www.boliviaforyou.com;
